product_id,store_id,date,sales_quantity,price,promotions,seasonality_factors,external_factors,demand_trend,customer_segments,price_opt,competitor_prices,elasticity_index,has_pricing_data,price_vs_competitor_pct,discount_pct,promo_flag,revenue,promo_x_elasticity,daily_sales_lag_7,daily_sales_lag_14,daily_rolling_mean_7,daily_rolling_std_7
5355,6,2024-03-07,324,6.44,1,Holiday,Weather,Decreasing,Premium,,,,0,,,1,2086.56,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
9810,5,2024-03-07,275,86.93,1,Unknown,Unknown,Decreasing,Budget,,,,0,,,1,23905.75,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
2907,86,2024-03-07,235,13.94,1,Holiday,Unknown,Decreasing,Premium,,,,0,,,1,3275.9,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
5925,52,2024-03-07,467,95.52,1,Unknown,Economic Indicator,Stable,Premium,,,,0,,,1,44607.84,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
7283,9,2024-03-07,186,21.81,1,Unknown,Economic Indicator,Stable,Premium,,,,0,,,1,4056.66,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
5826,64,2024-03-07,170,43.57,0,Festival,Economic Indicator,Increasing,Regular,,,,0,,,0,7406.9,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
4955,49,2024-03-07,472,29.63,1,Unknown,Unknown,Increasing,Budget,,,,0,,,1,13985.36,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
2799,87,2024-03-07,485,74.37,1,Festival,Weather,Decreasing,Regular,,,,0,,,1,36069.45,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
3405,82,2024-03-07,318,90.33,0,Festival,Unknown,Increasing,Regular,,,,0,,,0,28724.94,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
6068,41,2024-03-07,382,22.19,1,Holiday,Competitor Pricing,Increasing,Premium,,,,0,,,1,8476.58,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
2294,83,2024-03-07,398,38.06,1,Holiday,Competitor Pricing,Stable,Regular,,,,0,,,1,15147.88,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
4540,54,2024-03-07,60,14.71,0,Festival,Weather,Decreasing,Budget,,,,0,,,0,882.6,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
2302,68,2024-03-07,230,26.2,0,Festival,Competitor Pricing,Increasing,Budget,,,,0,,,0,6026.0,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
2141,77,2024-03-07,76,61.93,0,Festival,Unknown,Stable,Premium,,,,0,,,0,4706.68,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
7855,2,2024-03-07,438,40.83,0,Festival,Economic Indicator,Stable,Budget,,,,0,,,0,17883.54,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
4987,56,2024-03-07,217,15.08,1,Holiday,Economic Indicator,Increasing,Budget,,,,0,,,1,3272.36,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
4914,5,2024-03-07,355,65.23,0,Festival,Unknown,Increasing,Regular,,,,0,,,0,23156.65,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
6700,82,2024-03-07,450,97.28,0,Holiday,Competitor Pricing,Decreasing,Budget,,,,0,,,0,43776.0,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
4531,22,2024-03-07,168,13.58,0,Unknown,Weather,Stable,Premium,,,,0,,,0,2281.44,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
7479,66,2024-03-07,97,90.31,1,Unknown,Weather,Increasing,Premium,,,,0,,,1,8760.07,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
1076,70,2024-03-07,302,74.25,1,Unknown,Weather,Increasing,Premium,,,,0,,,1,22423.5,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
6060,72,2024-03-07,20,88.72,1,Unknown,Weather,Decreasing,Regular,,,,0,,,1,1774.4,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
4353,63,2024-03-07,67,40.25,0,Festival,Competitor Pricing,Decreasing,Premium,,,,0,,,0,2696.75,0.0,6200.0,7523.0,7444.428571428572,1896.7428974554264
6598,97,2024-03-08,388,78.17,1,Unknown,Economic Indicator,Stable,Regular,,,,0,,,1,30329.96,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
2460,86,2024-03-08,306,28.92,1,Unknown,Weather,Decreasing,Premium,,,,0,,,1,8849.52,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
7960,81,2024-03-08,71,69.37,1,Unknown,Economic Indicator,Stable,Budget,,,,0,,,1,4925.27,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
6697,50,2024-03-08,32,35.26,1,Unknown,Weather,Increasing,Regular,,,,0,,,1,1128.32,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
4685,88,2024-03-08,310,68.69,0,Festival,Weather,Increasing,Budget,,,,0,,,0,21293.9,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
2770,29,2024-03-08,423,84.76,0,Holiday,Economic Indicator,Increasing,Regular,,,,0,,,0,35853.48,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
2146,96,2024-03-08,309,49.44,1,Festival,Weather,Stable,Budget,,,,0,,,1,15276.96,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
3075,10,2024-03-08,40,47.31,0,Holiday,Economic Indicator,Increasing,Budget,,,,0,,,0,1892.4,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
2334,85,2024-03-08,421,33.64,1,Unknown,Competitor Pricing,Stable,Premium,,,,0,,,1,14162.44,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
2222,88,2024-03-08,421,87.93,1,Festival,Competitor Pricing,Stable,Regular,,,,0,,,1,37018.53,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
2034,53,2024-03-08,459,64.26,1,Festival,Economic Indicator,Decreasing,Premium,,,,0,,,1,29495.34,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
4799,41,2024-03-08,375,15.98,1,Holiday,Unknown,Decreasing,Regular,,,,0,,,1,5992.5,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
1461,27,2024-03-08,260,34.22,1,Holiday,Economic Indicator,Decreasing,Premium,,,,0,,,1,8897.2,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
6473,35,2024-03-08,71,72.55,1,Holiday,Economic Indicator,Stable,Budget,,,,0,,,1,5151.05,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
7329,81,2024-03-08,35,31.9,0,Unknown,Competitor Pricing,Stable,Regular,,,,0,,,0,1116.5,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
6688,39,2024-03-08,429,48.1,0,Unknown,Economic Indicator,Stable,Budget,,,,0,,,0,20634.9,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
9439,85,2024-03-08,296,49.48,0,Unknown,Unknown,Increasing,Premium,,,,0,,,0,14646.08,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
7875,38,2024-03-08,485,11.85,1,Holiday,Competitor Pricing,Stable,Budget,31.69,8.2,1.37,1,0.4451,-1.6743,1,5747.25,1.37,6833.0,7031.0,7551.571428571428,1834.9069783091472
7773,62,2024-03-08,221,26.38,1,Holiday,Competitor Pricing,Decreasing,Budget,,,,0,,,1,5829.98,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
4418,51,2024-03-08,423,16.47,0,Festival,Competitor Pricing,Stable,Premium,,,,0,,,0,6966.81,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
1947,99,2024-03-08,335,7.34,0,Holiday,Weather,Decreasing,Premium,,,,0,,,0,2458.9,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
1449,46,2024-03-08,349,49.13,0,Unknown,Competitor Pricing,Stable,Budget,,,,0,,,0,17146.37,0.0,6833.0,7031.0,7551.571428571428,1834.9069783091472
4380,58,2024-03-09,79,14.82,0,Holiday,Economic Indicator,Increasing,Premium,,,,0,,,0,1170.78,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
5003,76,2024-03-09,191,75.3,0,Festival,Competitor Pricing,Increasing,Premium,,,,0,,,0,14382.3,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
1334,85,2024-03-09,266,72.27,1,Holiday,Competitor Pricing,Decreasing,Budget,,,,0,,,1,19223.82,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
1206,82,2024-03-09,322,36.76,0,Holiday,Competitor Pricing,Increasing,Premium,,,,0,,,0,11836.72,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
2371,31,2024-03-09,323,69.42,0,Unknown,Competitor Pricing,Increasing,Budget,,,,0,,,0,22422.66,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
9018,69,2024-03-09,132,18.61,0,Holiday,Competitor Pricing,Stable,Premium,,,,0,,,0,2456.52,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
5699,47,2024-03-09,335,61.95,0,Festival,Competitor Pricing,Decreasing,Premium,,,,0,,,0,20753.25,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
2082,38,2024-03-09,194,52.62,1,Holiday,Unknown,Stable,Regular,,,,0,,,1,10208.28,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
3103,66,2024-03-09,306,70.26,1,Unknown,Unknown,Decreasing,Regular,,,,0,,,1,21499.56,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
6918,87,2024-03-09,126,99.17,0,Festival,Economic Indicator,Decreasing,Regular,,,,0,,,0,12495.42,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
7212,62,2024-03-09,206,14.21,1,Festival,Economic Indicator,Decreasing,Regular,,,,0,,,1,2927.26,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
1739,83,2024-03-09,207,6.89,1,Festival,Unknown,Increasing,Premium,,,,0,,,1,1426.23,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
4174,62,2024-03-09,114,59.94,1,Holiday,Economic Indicator,Increasing,Premium,21.25,97.32,2.47,1,-0.3841,0.6455,1,6833.16,2.47,7370.0,6370.0,7498.142857142857,1864.523480550405
5783,30,2024-03-09,140,46.74,1,Festival,Competitor Pricing,Increasing,Regular,,,,0,,,1,6543.6,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
3462,54,2024-03-09,116,39.49,1,Unknown,Economic Indicator,Stable,Budget,,,,0,,,1,4580.84,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
2828,49,2024-03-09,198,83.23,0,Unknown,Weather,Decreasing,Regular,,,,0,,,0,16479.54,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
2740,70,2024-03-09,348,5.18,0,Festival,Competitor Pricing,Increasing,Budget,,,,0,,,0,1802.64,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
1929,35,2024-03-09,491,27.26,0,Holiday,Economic Indicator,Increasing,Premium,,,,0,,,0,13384.66,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
7423,75,2024-03-09,458,95.26,1,Festival,Competitor Pricing,Increasing,Premium,,,,0,,,1,43629.08,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
4017,53,2024-03-09,160,50.24,1,Unknown,Unknown,Stable,Budget,,,,0,,,1,8038.4,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
4403,88,2024-03-09,161,9.21,1,Festival,Competitor Pricing,Stable,Budget,,,,0,,,1,1482.81,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
3888,26,2024-03-09,386,44.29,0,Holiday,Economic Indicator,Stable,Premium,,,,0,,,0,17095.94,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
4731,94,2024-03-09,418,11.93,0,Unknown,Economic Indicator,Increasing,Regular,,,,0,,,0,4986.74,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
4612,9,2024-03-09,472,12.45,0,Festival,Weather,Decreasing,Budget,,,,0,,,0,5876.4,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
7261,55,2024-03-09,466,77.58,1,Festival,Weather,Decreasing,Premium,,,,0,,,1,36152.28,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
6428,28,2024-03-09,351,36.26,1,Unknown,Economic Indicator,Increasing,Premium,,,,0,,,1,12727.26,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
8752,68,2024-03-09,294,63.35,1,Unknown,Competitor Pricing,Decreasing,Premium,,,,0,,,1,18624.9,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
4928,55,2024-03-09,189,64.67,1,Festival,Unknown,Stable,Budget,,,,0,,,1,12222.63,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
1023,8,2024-03-09,89,60.95,1,Festival,Unknown,Increasing,Budget,,,,0,,,1,5424.55,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
4142,9,2024-03-09,491,39.28,0,Holiday,Unknown,Stable,Budget,,,,0,,,0,19286.48,0.0,7370.0,6370.0,7498.142857142857,1864.523480550405
9286,46,2024-03-10,132,22.22,1,Festival,Weather,Decreasing,Budget,,,,0,,,1,2933.04,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
7165,81,2024-03-10,157,42.95,0,Festival,Competitor Pricing,Stable,Budget,,,,0,,,0,6743.15,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
1062,7,2024-03-10,165,65.47,0,Unknown,Unknown,Stable,Premium,,,,0,,,0,10802.55,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
9655,11,2024-03-10,434,8.86,0,Festival,Weather,Stable,Budget,,,,0,,,0,3845.24,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
5726,9,2024-03-10,408,60.81,1,Festival,Unknown,Decreasing,Budget,,,,0,,,1,24810.48,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
9135,73,2024-03-10,433,75.09,0,Festival,Economic Indicator,Increasing,Budget,88.7,33.33,2.16,1,1.2529,-0.1812,0,32513.97,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
3707,94,2024-03-10,489,27.15,0,Festival,Competitor Pricing,Decreasing,Regular,,,,0,,,0,13276.35,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
7133,80,2024-03-10,371,86.61,1,Unknown,Weather,Stable,Premium,,,,0,,,1,32132.31,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
2335,57,2024-03-10,223,7.41,1,Unknown,Unknown,Decreasing,Budget,,,,0,,,1,1652.43,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
4465,79,2024-03-10,413,32.09,1,Holiday,Unknown,Increasing,Regular,,,,0,,,1,13253.17,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
3863,14,2024-03-10,422,90.42,0,Unknown,Unknown,Increasing,Premium,,,,0,,,0,38157.24,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
3364,62,2024-03-10,335,50.78,0,Unknown,Unknown,Stable,Regular,,,,0,,,0,17011.3,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
7476,1,2024-03-10,354,99.99,0,Festival,Economic Indicator,Decreasing,Budget,,,,0,,,0,35396.46,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
2244,53,2024-03-10,45,43.42,1,Unknown,Economic Indicator,Stable,Premium,,,,0,,,1,1953.9,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
2149,42,2024-03-10,183,78.38,1,Holiday,Weather,Stable,Premium,,,,0,,,1,14343.54,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
2162,20,2024-03-10,398,44.1,1,Unknown,Economic Indicator,Stable,Budget,,,,0,,,1,17551.8,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
2355,70,2024-03-10,371,37.69,0,Unknown,Unknown,Increasing,Premium,,,,0,,,0,13982.99,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
3726,84,2024-03-10,363,78.02,0,Holiday,Unknown,Decreasing,Premium,,,,0,,,0,28321.26,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
2758,6,2024-03-10,276,58.37,0,Holiday,Weather,Increasing,Premium,,,,0,,,0,16110.12,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
8051,71,2024-03-10,362,80.32,1,Holiday,Weather,Increasing,Regular,,,,0,,,1,29075.84,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
7896,15,2024-03-10,443,55.55,0,Unknown,Economic Indicator,Decreasing,Premium,,,,0,,,0,24608.65,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
1614,71,2024-03-10,104,40.78,0,Holiday,Unknown,Decreasing,Regular,,,,0,,,0,4241.12,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
9717,78,2024-03-10,81,62.11,1,Unknown,Competitor Pricing,Stable,Premium,,,,0,,,1,5030.91,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
9399,17,2024-03-10,340,65.27,1,Unknown,Unknown,Decreasing,Budget,,,,0,,,1,22191.8,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
1280,70,2024-03-10,40,67.27,0,Unknown,Unknown,Decreasing,Budget,,,,0,,,0,2690.8,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
6802,98,2024-03-10,266,87.91,1,Unknown,Unknown,Decreasing,Budget,,,,0,,,1,23384.06,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
8284,98,2024-03-10,155,34.43,0,Festival,Competitor Pricing,Stable,Regular,,,,0,,,0,5336.65,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
8163,19,2024-03-10,368,76.82,0,Festival,Competitor Pricing,Increasing,Budget,,,,0,,,0,28269.76,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
5496,9,2024-03-10,131,15.03,0,Holiday,Economic Indicator,Stable,Budget,,,,0,,,0,1968.93,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
7663,51,2024-03-10,123,94.95,1,Holiday,Unknown,Decreasing,Budget,,,,0,,,1,11678.85,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
2790,28,2024-03-10,484,95.83,0,Festival,Competitor Pricing,Increasing,Budget,,,,0,,,0,46381.72,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
6774,97,2024-03-10,410,7.9,1,Festival,Competitor Pricing,Decreasing,Premium,,,,0,,,1,3239.0,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
3077,40,2024-03-10,398,98.56,0,Unknown,Unknown,Decreasing,Regular,,,,0,,,0,39226.88,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
8799,81,2024-03-10,255,67.83,1,Holiday,Weather,Decreasing,Regular,,,,0,,,1,17296.65,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
3772,8,2024-03-10,279,19.19,0,Holiday,Economic Indicator,Stable,Premium,,,,0,,,0,5354.01,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
1474,56,2024-03-10,145,46.46,1,Unknown,Competitor Pricing,Increasing,Budget,,,,0,,,1,6736.7,0.0,8140.0,7000.0,7592.285714285715,1873.5899332818865
9034,86,2024-03-11,48,38.79,1,Unknown,Unknown,Stable,Premium,,,,0,,,1,1861.92,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
4395,49,2024-03-11,348,48.8,0,Unknown,Unknown,Increasing,Regular,,,,0,,,0,16982.4,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
4849,7,2024-03-11,480,8.78,1,Festival,Unknown,Stable,Regular,,,,0,,,1,4214.4,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
6923,25,2024-03-11,353,20.57,0,Festival,Economic Indicator,Stable,Premium,,,,0,,,0,7261.21,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
8654,5,2024-03-11,347,21.34,0,Festival,Competitor Pricing,Increasing,Premium,,,,0,,,0,7404.98,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
5345,96,2024-03-11,28,26.36,0,Unknown,Competitor Pricing,Stable,Budget,,,,0,,,0,738.08,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
1169,74,2024-03-11,431,48.31,0,Holiday,Weather,Increasing,Budget,,,,0,,,0,20821.61,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
8753,4,2024-03-11,321,31.97,1,Holiday,Unknown,Stable,Premium,,,,0,,,1,10262.37,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
5943,27,2024-03-11,124,68.36,0,Festival,Competitor Pricing,Stable,Regular,,,,0,,,0,8476.64,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
3882,37,2024-03-11,372,40.57,0,Holiday,Unknown,Stable,Premium,,,,0,,,0,15092.04,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
6426,83,2024-03-11,462,79.61,0,Unknown,Economic Indicator,Increasing,Regular,,,,0,,,0,36779.82,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
6856,22,2024-03-11,301,76.5,0,Unknown,Unknown,Increasing,Premium,,,,0,,,0,23026.5,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
8412,26,2024-03-11,250,91.4,0,Unknown,Weather,Increasing,Regular,,,,0,,,0,22850.0,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
2424,93,2024-03-11,280,20.13,0,Festival,Competitor Pricing,Stable,Premium,,,,0,,,0,5636.4,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
3797,40,2024-03-11,464,47.18,1,Holiday,Weather,Increasing,Budget,,,,0,,,1,21891.52,0.0,5527.0,5621.0,7908.857142857143,2148.5901911541414
9740,95,2024-03-12,126,83.67,0,Festival,Unknown,Increasing,Budget,,,,0,,,0,10542.42,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
3604,88,2024-03-12,397,86.65,0,Holiday,Competitor Pricing,Increasing,Premium,,,,0,,,0,34400.05,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
3510,82,2024-03-12,38,98.8,1,Holiday,Competitor Pricing,Increasing,Regular,,,,0,,,1,3754.4,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
9851,22,2024-03-12,345,19.32,0,Holiday,Unknown,Decreasing,Regular,,,,0,,,0,6665.4,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
1072,10,2024-03-12,298,20.08,1,Unknown,Weather,Decreasing,Premium,,,,0,,,1,5983.84,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
1972,31,2024-03-12,49,62.19,1,Unknown,Unknown,Stable,Regular,,,,0,,,1,3047.31,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
5259,67,2024-03-12,453,47.9,1,Festival,Weather,Decreasing,Regular,,,,0,,,1,21698.7,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
2112,47,2024-03-12,238,26.02,1,Festival,Competitor Pricing,Increasing,Budget,,,,0,,,1,6192.76,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
5582,28,2024-03-12,20,49.98,1,Festival,Unknown,Increasing,Regular,,,,0,,,1,999.6,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
6922,3,2024-03-12,233,13.33,0,Unknown,Unknown,Increasing,Premium,23.37,67.55,0.6,1,-0.8027,-0.7532,0,3105.89,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
5233,56,2024-03-12,413,55.65,1,Holiday,Weather,Decreasing,Budget,,,,0,,,1,22983.45,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
6420,69,2024-03-12,3,11.25,0,Unknown,Unknown,Stable,Premium,,,,0,,,0,33.75,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
1854,97,2024-03-12,265,38.05,1,Holiday,Weather,Increasing,Premium,,,,0,,,1,10083.25,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
1620,98,2024-03-12,417,32.16,0,Holiday,Unknown,Decreasing,Budget,,,,0,,,0,13410.72,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
2387,58,2024-03-12,471,76.52,1,Holiday,Economic Indicator,Stable,Regular,,,,0,,,1,36040.92,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
1089,83,2024-03-12,224,6.61,1,Holiday,Weather,Stable,Premium,,,,0,,,1,1480.64,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
8680,58,2024-03-12,288,58.08,1,Unknown,Unknown,Increasing,Budget,,,,0,,,1,16727.04,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
5209,45,2024-03-12,496,20.48,0,Festival,Weather,Increasing,Regular,,,,0,,,0,10158.08,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
3397,95,2024-03-12,434,80.19,1,Festival,Economic Indicator,Decreasing,Premium,,,,0,,,1,34802.46,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
5659,30,2024-03-12,94,75.82,0,Holiday,Competitor Pricing,Stable,Premium,,,,0,,,0,7127.08,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
3464,16,2024-03-12,420,24.58,0,Holiday,Weather,Stable,Budget,,,,0,,,0,10323.6,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
2658,97,2024-03-12,331,64.04,0,Unknown,Competitor Pricing,Increasing,Regular,,,,0,,,0,21197.24,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
2747,52,2024-03-12,192,61.19,0,Festival,Economic Indicator,Stable,Regular,,,,0,,,0,11748.48,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
4076,32,2024-03-12,260,53.07,1,Unknown,Unknown,Decreasing,Regular,,,,0,,,1,13798.2,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
3396,93,2024-03-12,348,63.7,0,Holiday,Competitor Pricing,Stable,Budget,,,,0,,,0,22167.6,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
5704,46,2024-03-12,352,89.12,0,Festival,Competitor Pricing,Increasing,Budget,,,,0,,,0,31370.24,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
8091,17,2024-03-12,287,93.69,0,Festival,Weather,Stable,Budget,,,,0,,,0,26889.03,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
2619,56,2024-03-12,202,63.01,0,Holiday,Competitor Pricing,Increasing,Regular,,,,0,,,0,12728.02,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
9677,98,2024-03-12,114,18.72,1,Unknown,Competitor Pricing,Decreasing,Budget,,,,0,,,1,2134.08,0.0,11315.0,5601.0,7777.714285714285,2337.87879029158
9120,46,2024-03-13,371,68.54,1,Festival,Weather,Stable,Regular,,,,0,,,1,25428.34,0.0,6726.0,7348.0,7276.714285714285,1757.15600846801
4604,60,2024-03-13,448,47.68,0,Unknown,Competitor Pricing,Decreasing,Budget,,,,0,,,0,21360.64,0.0,6726.0,7348.0,7276.714285714285,1757.15600846801
5912,75,2024-03-13,380,26.73,0,Unknown,Weather,Stable,Budget,,,,0,,,0,10157.4,0.0,6726.0,7348.0,7276.714285714285,1757.15600846801
4559,63,2024-03-13,206,13.86,1,Holiday,Weather,Increasing,Budget,,,,0,,,1,2855.16,0.0,6726.0,7348.0,7276.714285714285,1757.15600846801
6865,85,2024-03-13,366,87.8,0,Holiday,Unknown,Decreasing,Budget,,,,0,,,0,32134.8,0.0,6726.0,7348.0,7276.714285714285,1757.15600846801
8580,22,2024-03-13,4,19.98,1,Unknown,Economic Indicator,Decreasing,Budget,,,,0,,,1,79.92,0.0,6726.0,7348.0,7276.714285714285,1757.15600846801
6745,15,2024-03-13,101,11.07,0,Festival,Unknown,Increasing,Budget,,,,0,,,0,1118.07,0.0,6726.0,7348.0,7276.714285714285,1757.15600846801
